src_sn_addr,dst_sn_addr,first,last,total_c,echo_req,echo_resp,create_req,create_resp,update_req,update_resp,delete_req,delete_resp
192.168.59.115,211.234.233.34,1362000221,1365538221,1424142,5363,0,0,308342,6,802217,9851,298363
211.234.233.50,192.168.59.163,1362000221,1365538221,994097,0,9979,0,0,981135,62,2911,10
192.168.59.163,172.25.41.124,1362000221,1365538221,40085346,1196,485,0,573934,2193,38942032,4435,561071
172.25.141.116,192.168.59.115,1362000221,1365538221,1186879,518,9969,563,0,1172766,40,2961,62
192.168.59.115,172.25.141.172,1362000221,1365538221,629020,9976,548,0,203,21,616896,3,1373
192.168.59.115,211.234.233.114,1362000221,1365538221,251908,9971,0,0,725,24,239808,17,1363
211.234.233.113,192.168.59.115,1362000221,1365538221,278290,0,9970,676,0,266262,23,1339,20
211.234.233.129,192.168.59.163,1362000221,1365538221,2400980,0,9968,0,0,2384035,155,6816,6
192.168.59.163,211.234.233.97,1362000221,1365538221,1270733,9975,0,0,0,91,1256707,8,3952
220.103.193.49,192.168.59.115,1362000221,1365538221,247504,0,9971,432,0,236159,19,820,103
192.168.59.115,211.234.233.1,1362000221,1365538221,194080,9954,0,0,762,8,182161,367,828
192.168.59.163,220.103.193.33,1362000221,1365538221,2762038,9973,0,0,0,191,2741258,23,10593
211.234.233.1,192.168.59.115,1362000221,1365538221,194088,0,9958,763,0,182163,8,828,368
192.168.59.115,220.103.193.17,1362000221,1365538221,1184769,6181,0,0,262559,12,653956,10913,251148
211.234.233.17,192.168.59.163,1362000221,1365538221,1259295,0,9984,0,0,1245282,102,3922,5
192.168.59.115,211.234.233.33,1362000221,1365538221,1527745,5462,0,0,308862,16,904686,9991,298728
192.168.59.163,211.234.233.209,1362000221,1365538221,542458,9973,0,0,0,31,531077,0,1377
220.103.193.17,192.168.59.115,1362000221,1365538221,1184769,0,6177,262547,0,653956,12,251153,10924
211.234.233.33,192.168.59.115,1362000221,1365538221,1527659,0,5458,308830,0,904678,16,298687,9990
192.168.59.163,211.234.233.129,1362000221,1365538221,2401005,9975,0,0,0,153,2384061,6,6810
211.234.233.65,192.168.59.163,1362000221,1365538221,1455700,0,4168,236257,0,976563,78,231053,7581
211.234.233.97,192.168.59.163,1362000221,1365538221,1270735,0,9979,0,0,1256703,91,3954,8
192.168.59.163,211.234.233.65,1362000221,1365538221,1455545,4173,0,0,236248,79,976426,7580,231039
192.168.59.163,211.234.233.49,1362000221,1365538221,994021,9982,0,0,0,68,981134,9,2828
220.103.193.1,192.168.59.163,1362000221,1365538221,3114470,0,6475,119569,0,2856083,302,123405,8636
211.234.233.193,192.168.59.115,1362000221,1365538221,317186,0,9958,764,0,304920,18,1486,40
192.168.59.115,220.103.193.49,1362000221,1365538221,247532,9961,0,0,433,19,236195,102,822
192.168.59.115,211.234.233.113,1362000221,1365538221,278296,9968,0,0,672,23,266273,20,1340
211.234.233.81,192.168.59.115,1362000221,1365538221,1446996,0,6008,335536,0,768425,57,329847,7123
211.234.233.49,192.168.59.163,1362000221,1365538221,994035,0,9975,0,0,981154,68,2829,9
192.168.59.115,211.234.233.193,1362000221,1365538221,317147,9954,0,0,763,18,304886,40,1486
192.168.59.163,211.234.233.17,1362000221,1365538221,1259239,9980,0,0,0,102,1245232,5,3920
192.168.59.163,220.103.193.1,1362000221,1365538221,3114417,6470,0,0,119567,303,2856058,8644,123375
211.234.233.209,192.168.59.163,1362000221,1365538221,542468,0,9980,0,0,531076,31,1381,0
220.103.193.33,192.168.59.163,1362000221,1365538221,2762200,0,9965,0,0,2741423,191,10598,23
192.168.59.115,211.234.233.81,1362000221,1365538221,1446968,6009,0,0,335553,57,768389,7128,329832
220.103.193.65,192.168.59.115,1362000221,1365538221,811546,0,6342,242976,0,319103,15,237878,5232
192.168.59.115,220.103.193.65,1362000221,1365538221,811490,6343,0,0,242941,15,319103,5238,237850
192.168.59.163,172.25.11.172,1362000221,1365538221,24446884,2214,467,0,391238,1394,23690363,1265,359943
172.25.11.204,192.168.59.115,1362000221,1365538221,2482078,494,9961,881,0,2463620,78,7038,6
192.168.59.115,172.25.11.100,1362000221,1365538221,831366,9978,534,0,71,31,818492,1,2259
172.25.11.132,192.168.59.115,1362000221,1365538221,7848573,425,9975,483,0,7807848,343,29400,99
192.168.59.115,172.25.31.20,1362000221,1365538221,25478804,4941,504,0,358753,1244,24757567,2751,353044
192.168.59.115,172.25.11.12,1362000221,1365538221,4099697,9970,496,0,456,163,4075338,12,13262
172.25.31.108,192.168.59.163,1362000221,1365538221,3897834,453,9981,0,0,3874481,126,12783,10
192.168.59.115,172.25.51.140,1362000221,1365538221,26460543,5262,476,0,319658,936,25829666,714,303831
172.25.11.20,192.168.59.115,1362000221,1365538221,4196183,490,9964,481,0,4171806,169,13260,13
192.168.59.163,172.25.11.76,1362000221,1365538221,33785965,1733,553,0,470813,1953,32857612,2175,451126
172.25.11.44,192.168.59.115,1362000221,1365538221,3099022,514,9962,1039,0,3075896,111,11488,12
192.168.59.163,172.25.11.60,1362000221,1365538221,32759446,1443,473,0,554191,1738,31660759,3062,537780
192.168.59.163,172.25.51.44,1362000221,1365538221,762933,9973,490,0,0,29,750726,1,1714
172.25.11.36,192.168.59.163,1362000221,1365538221,32654039,508,1497,554153,0,31556028,1627,537195,3031
192.168.59.163,172.25.51.132,1362000221,1365538221,4647013,9979,491,0,0,148,4624669,3,11723
172.25.51.52,192.168.59.163,1362000221,1365538221,804529,460,9975,0,0,792352,34,1707,1
172.25.31.140,192.168.59.163,1362000221,1365538221,4349160,529,9969,0,0,4320395,209,18051,7
172.25.51.76,192.168.59.115,1362000221,1365538221,32495703,521,3045,638162,0,31228302,1322,615082,9269
192.168.59.115,172.25.51.196,1362000221,1365538221,34040678,3939,525,0,460379,1582,33123163,1697,449393
172.25.51.44,192.168.59.163,1362000221,1365538221,762981,491,9972,0,0,750775,29,1713,1
192.168.59.115,172.25.31.156,1362000221,1365538221,25944361,4633,566,0,369341,1101,25218512,1071,349137
192.168.59.163,172.25.11.140,1362000221,1365538221,25894214,1991,502,0,396444,1428,25126220,2108,365521
192.168.59.115,172.25.11.164,1362000221,1365538221,8045421,9969,524,0,390,334,8004091,24,30089
172.25.51.204,192.168.59.163,1362000221,1365538221,2577936,469,9977,0,0,2559345,151,7991,3
172.25.11.180,192.168.59.163,1362000221,1365538221,24503237,493,2237,391946,0,23746142,1279,359808,1332
172.25.51.172,192.168.59.115,1362000221,1365538221,42285774,1993,3252,572429,0,41141186,2036,560955,3923
192.168.59.163,172.25.51.100,1362000221,1365538221,3675199,9973,541,0,0,218,3647533,3,16931
172.25.11.60,192.168.59.163,1362000221,1365538221,32760869,472,1443,554250,0,31662144,1702,537801,3057
172.25.31.156,192.168.59.115,1362000221,1365538221,25945931,566,4629,369357,0,25220084,1083,349141,1071
192.168.59.163,172.25.11.228,1362000221,1365538221,37994660,1444,497,0,515532,2258,36965309,4222,505398
192.168.59.163,172.25.31.148,1362000221,1365538221,4345967,9970,500,0,0,200,4317501,6,17790
172.25.11.28,192.168.59.163,1362000221,1365538221,33830558,490,973,613458,0,32614715,1683,595675,3564
172.25.31.180,192.168.59.163,1362000221,1365538221,4025235,496,9979,0,0,4002420,150,12185,5
172.25.31.164,192.168.59.115,1362000221,1365538221,37393079,508,3574,511060,0,36380178,1721,493305,2733
172.25.11.236,192.168.59.115,1362000221,1365538221,1774854,490,9972,691,0,1758618,92,4983,8
192.168.59.163,172.25.51.204,1362000221,1365538221,2577677,9976,468,0,0,157,2559081,3,7992
192.168.59.115,172.25.11.68,1362000221,1365538221,5039571,9957,490,0,586,222,5012449,16,15851
192.168.59.115,172.25.11.236,1362000221,1365538221,1774819,9975,490,0,689,93,1758574,8,4990
172.25.11.76,192.168.59.163,1362000221,1365538221,33787672,554,1732,470726,0,32859391,1920,451173,2176
172.25.51.100,192.168.59.163,1362000221,1365538221,3675493,543,9974,0,0,3647838,211,16924,3
172.25.31.76,192.168.59.163,1362000221,1365538221,6895615,556,9970,0,0,6859827,283,24966,13
172.25.11.52,192.168.59.115,1362000221,1365538221,3148476,479,9956,1058,0,3125417,118,11441,7
172.25.51.20,192.168.59.163,1362000221,1365538221,587869,486,9981,0,0,576215,14,1173,0
192.168.59.163,172.25.51.20,1362000221,1365538221,587816,9972,486,0,0,14,576170,0,1174
192.168.59.163,172.25.31.76,1362000221,1365538221,6894776,9977,554,0,0,289,6858980,13,24963
192.168.59.163,172.25.11.108,1362000221,1365538221,19418288,3373,500,0,269923,1129,18878646,2630,262087
172.25.31.60,192.168.59.163,1362000221,1365538221,4495608,469,9973,0,0,4474643,143,10372,8
172.25.31.172,192.168.59.163,1362000221,1365538221,4144784,477,9971,0,0,4122109,161,12060,6
172.25.51.12,192.168.59.163,1362000221,1365538221,565180,531,9982,0,0,553492,27,1147,1
172.25.51.28,192.168.59.115,1362000221,1365538221,19574353,450,5844,269225,0,19030157,1010,265648,2019
192.168.59.163,172.25.51.164,1362000221,1365538221,1785833,9978,679,0,0,88,1770818,2,4268
192.168.59.115,172.25.31.44,1362000221,1365538221,20032796,6271,474,0,248355,698,19543170,1152,232676
172.25.31.188,192.168.59.115,1362000221,1365538221,37697509,533,3615,511687,0,36683129,1764,494011,2770
192.168.59.115,172.25.11.52,1362000221,1365538221,3148466,9958,481,0,1056,119,3125404,7,11441
192.168.59.115,172.25.31.68,1362000221,1365538221,21419336,5069,492,0,337821,904,20765057,1422,308571
192.168.59.115,172.25.51.228,1362000221,1365538221,20786789,5190,481,0,302378,1116,20182247,1658,293719
172.25.51.148,192.168.59.115,1362000221,1365538221,26290116,539,5380,319560,0,25658962,931,303994,750
192.168.59.115,172.25.11.132,1362000221,1365538221,7848508,9971,425,0,481,349,7807791,99,29392
192.168.59.163,172.25.31.4,1362000221,1365538221,884707,9975,531,0,0,38,872082,1,2080
172.25.11.228,192.168.59.163,1362000221,1365538221,37995813,498,1444,515612,0,36966352,2211,505476,4220
172.25.31.36,192.168.59.163,1362000221,1365538221,4394306,517,9968,0,0,4373294,149,10376,2
172.25.51.4,192.168.59.115,1362000221,1365538221,19349575,522,5719,269620,0,18804929,995,265783,2007
192.168.59.163,172.25.11.196,1362000221,1365538221,37667675,1368,518,0,505948,2157,36660359,3233,494092
172.25.11.244,192.168.59.115,1362000221,1365538221,1756784,493,9966,691,0,1740595,68,4965,6
172.25.11.124,192.168.59.115,1362000221,1365538221,860906,470,9982,85,0,847979,23,2366,1
192.168.59.115,172.25.11.124,1362000221,1365538221,860849,9968,469,0,85,23,847935,1,2368
172.25.51.132,192.168.59.163,1362000221,1365538221,4647268,491,9975,0,0,4624923,143,11733,3
172.25.31.68,192.168.59.115,1362000221,1365538221,21420163,490,5068,337805,0,20765893,870,308612,1425
192.168.59.115,172.25.51.28,1362000221,1365538221,19573124,5843,448,0,269211,1053,19028930,2020,265619
172.25.11.116,192.168.59.163,1362000221,1365538221,19485302,495,3429,270420,0,18944890,1096,262257,2715
192.168.59.115,172.25.11.204,1362000221,1365538221,2482085,9957,493,0,881,78,2463618,6,7052
172.25.31.92,192.168.59.115,1362000221,1365538221,21421086,487,5087,336945,0,20768466,848,307850,1403
172.25.51.212,192.168.59.163,1362000221,1365538221,2598882,505,9969,0,0,2580373,140,7894,1
192.168.59.115,172.25.51.172,1362000221,1365538221,42283887,3250,1996,0,572407,2071,41139294,3927,560942
192.168.59.163,172.25.51.92,1362000221,1365538221,3886420,9970,479,0,73,165,3860824,672,14237
172.25.11.220,192.168.59.163,1362000221,1365538221,37400377,509,1442,505890,0,36393786,2023,493426,3301
192.168.59.163,172.25.51.52,1362000221,1365538221,804475,9973,461,0,0,37,792295,1,1708
192.168.59.163,172.25.31.172,1362000221,1365538221,4144471,9973,477,0,0,165,4121797,6,12053
172.25.31.4,192.168.59.163,1362000221,1365538221,884734,533,9974,0,0,872110,38,2078,1
192.168.59.163,172.25.51.236,1362000221,1365538221,1892514,9976,485,0,0,98,1877410,4,4541
192.168.59.115,172.25.51.84,1362000221,1365538221,32840250,3037,517,0,639099,1423,31570330,9077,616767
192.168.59.163,172.25.11.220,1362000221,1365538221,37398702,1440,509,0,505859,2053,36392059,3300,493482
192.168.59.115,172.25.31.164,1362000221,1365538221,37391188,3577,507,0,511035,1753,36378253,2734,493329
172.25.51.196,192.168.59.115,1362000221,1365538221,34042045,527,3939,460366,0,33124546,1553,449422,1692
172.25.31.12,192.168.59.115,1362000221,1365538221,25329996,447,4993,358081,0,24609740,1226,352700,2809
192.168.59.115,172.25.11.20,1362000221,1365538221,4196217,9958,491,0,483,176,4171833,13,13263
192.168.59.163,172.25.31.108,1362000221,1365538221,3897514,9975,451,0,0,129,3874155,10,12794
172.25.51.188,192.168.59.163,1362000221,1365538221,1792154,665,9976,0,0,1777090,97,4326,0
172.25.51.36,192.168.59.115,1362000221,1365538221,17371582,501,6020,253293,0,16860984,772,247508,2504
192.168.59.115,172.25.11.188,1362000221,1365538221,8146076,9968,486,0,381,347,8104785,29,30080
172.25.11.252,192.168.59.163,1362000221,1365538221,37949343,517,1356,515043,0,36920359,2219,505605,4244
172.25.31.100,192.168.59.115,1362000221,1365538221,25318549,532,4304,438780,0,24449017,965,420678,4273
192.168.59.163,172.25.11.116,1362000221,1365538221,19483040,3428,496,0,270392,1129,18942621,2710,262264
172.25.11.148,192.168.59.163,1362000221,1365538221,25978813,510,2002,397536,0,25209627,1382,365694,2062
192.168.59.163,172.25.11.28,1362000221,1365538221,33828059,975,490,0,613491,1716,32612124,3568,595695
172.25.51.228,192.168.59.115,1362000221,1365538221,20788236,482,5193,302406,0,20183671,1083,293745,1656
192.168.59.115,172.25.51.76,1362000221,1365538221,32492585,3049,524,0,638120,1341,31225171,9281,615099
192.168.59.163,172.25.51.156,1362000221,1365538221,4683896,9980,520,0,0,144,4661499,7,11746
172.25.51.116,192.168.59.115,1362000221,1365538221,33625166,535,3783,504849,0,32621286,1697,491064,1952
192.168.59.115,172.25.11.92,1362000221,1365538221,4991598,9960,502,0,564,225,4964368,12,15967
192.168.59.115,172.25.31.124,1362000221,1365538221,25148518,4345,487,0,437368,1014,24281835,4158,419311
192.168.59.115,172.25.51.60,1362000221,1365538221,17240041,5995,507,0,252934,751,16730107,2462,247285
172.25.11.100,192.168.59.115,1362000221,1365538221,831393,534,9980,70,0,818517,30,2261,1
172.25.51.156,192.168.59.163,1362000221,1365538221,4684203,519,9976,0,0,4661810,141,11750,7
192.168.59.115,172.25.51.148,1362000221,1365538221,26289221,5377,538,0,319536,953,25658091,752,303974
172.25.11.188,192.168.59.115,1362000221,1365538221,8146674,486,9966,381,0,8105385,343,30084,29
172.25.31.44,192.168.59.115,1362000221,1365538221,20033882,472,6264,248362,0,19544261,683,232687,1153
192.168.59.163,172.25.51.124,1362000221,1365538221,3577397,9979,488,0,0,216,3550068,9,16637
172.25.11.196,192.168.59.163,1362000221,1365538221,37668772,518,1368,506014,0,36661382,2117,494145,3228
192.168.59.163,172.25.51.212,1362000221,1365538221,2598652,9978,503,0,0,146,2580130,1,7894
192.168.59.163,172.25.31.140,1362000221,1365538221,4348832,9971,530,0,0,212,4320070,7,18042
192.168.59.163,172.25.11.180,1362000221,1365538221,24502448,2234,494,0,391897,1299,23745390,1335,359799
192.168.59.115,172.25.31.188,1362000221,1365538221,37695696,3615,533,0,511732,1797,36681257,2766,493996
192.168.59.115,172.25.31.52,1362000221,1365538221,19965528,6241,464,0,247581,770,19476966,1079,232427
192.168.59.115,172.25.51.116,1362000221,1365538221,33623584,3786,534,0,504815,1718,32619711,1954,491066
172.25.11.156,192.168.59.115,1362000221,1365538221,8067024,564,9977,475,0,8025740,356,29826,86
192.168.59.115,172.25.51.108,1362000221,1365538221,33343871,3874,483,0,505350,1635,32338910,2029,491590
192.168.59.115,172.25.11.244,1362000221,1365538221,1756680,9967,492,0,692,69,1740485,6,4969
192.168.59.115,172.25.31.132,1362000221,1365538221,26023471,4718,467,0,369529,1082,25297461,1082,349132
172.25.51.164,192.168.59.163,1362000221,1365538221,1785842,679,9976,0,0,1770832,85,4268,2
192.168.59.115,172.25.11.156,1362000221,1365538221,8066588,9968,565,0,475,365,8025300,86,29829
192.168.59.163,172.25.11.84,1362000221,1365538221,33812949,1714,487,0,470368,1901,32885043,2281,451155
172.25.51.244,192.168.59.163,1362000221,1365538221,1913315,476,9978,0,0,1898171,76,4608,6
172.25.51.236,192.168.59.163,1362000221,1365538221,1892541,485,9973,0,0,1877438,92,4549,4
192.168.59.163,172.25.31.116,1362000221,1365538221,3930660,9970,513,0,0,132,3907182,13,12850
192.168.59.163,172.25.11.252,1362000221,1365538221,37946564,1355,515,0,515041,2260,36917521,4243,505629
192.168.59.163,172.25.51.188,1362000221,1365538221,1792138,9975,666,0,0,101,1777077,0,4319
172.25.11.4,192.168.59.163,1362000221,1365538221,33971287,481,925,614080,0,32754673,1605,595920,3603
172.25.11.172,192.168.59.163,1362000221,1365538221,24448248,467,2216,391231,0,23691707,1370,359993,1264
172.25.31.148,192.168.59.163,1362000221,1365538221,4346286,499,9978,0,0,4317810,195,17798,6
172.25.11.92,192.168.59.115,1362000221,1365538221,4991772,501,9964,565,0,4964553,213,15964,12
192.168.59.115,172.25.31.92,1362000221,1365538221,21420160,5090,488,0,336887,871,20767546,1404,307874
192.168.59.115,172.25.51.220,1362000221,1365538221,34151583,4016,501,0,460029,1565,33235583,1701,448188
172.25.51.60,192.168.59.115,1362000221,1365538221,17240434,508,5988,252916,0,16730499,731,247329,2463
172.25.11.164,192.168.59.115,1362000221,1365538221,8045441,524,9971,392,0,8004117,328,30085,24
192.168.59.115,172.25.51.180,1362000221,1365538221,42314410,3288,0,0,573244,2064,41169171,3810,562833
192.168.59.163,172.25.31.60,1362000221,1365538221,4495249,9971,468,0,0,148,4474276,8,10378
192.168.59.115,172.25.31.100,1362000221,1365538221,25316911,4302,532,0,438749,983,24447444,4274,420627
192.168.59.163,172.25.11.36,1362000221,1365538221,32652678,1497,507,0,554115,1667,31554637,3038,537217
192.168.59.163,172.25.31.84,1362000221,1365538221,6905256,9979,491,0,0,281,6869490,9,25006
172.25.51.180,192.168.59.115,1362000221,1365538221,42316800,0,3289,573276,0,41171491,2030,562905,3809
192.168.59.115,172.25.51.4,1362000221,1365538221,19348277,5715,522,0,269658,1028,18803559,2008,265787
192.168.59.163,172.25.51.244,1362000221,1365538221,1913191,9969,477,0,0,81,1898048,6,4610
172.25.31.20,192.168.59.115,1362000221,1365538221,25480611,504,4941,358805,0,24759401,1219,352991,2750
192.168.59.163,172.25.11.148,1362000221,1365538221,25978017,2002,511,0,397549,1420,25208789,2063,365683
172.25.51.220,192.168.59.115,1362000221,1365538221,34153297,501,4012,460088,0,33237158,1536,448305,1697
172.25.51.92,192.168.59.163,1362000221,1365538221,3886434,477,9983,72,0,3860845,156,14229,672
192.168.59.115,172.25.11.44,1362000221,1365538221,3098998,9957,514,0,1039,113,3075875,12,11488
172.25.11.140,192.168.59.163,1362000221,1365538221,25895441,503,1990,396525,0,25127381,1395,365541,2106
192.168.59.115,172.25.11.212,1362000221,1365538221,2540632,9948,473,0,807,99,2522295,4,7006
172.25.51.124,192.168.59.163,1362000221,1365538221,3577552,488,9974,0,0,3550226,211,16644,9
192.168.59.115,172.25.31.12,1362000221,1365538221,25328319,4996,447,0,358143,1259,24608000,2805,352669
172.25.31.84,192.168.59.163,1362000221,1365538221,6906128,490,9974,0,0,6870370,275,25010,9
172.25.11.12,192.168.59.115,1362000221,1365538221,4099830,498,9971,457,0,4075468,160,13265,11
172.25.31.116,192.168.59.163,1362000221,1365538221,3930957,512,9975,0,0,3907476,128,12853,13
192.168.59.163,172.25.51.12,1362000221,1365538221,565097,9972,530,0,0,28,553423,1,1143
172.25.51.252,192.168.59.115,1362000221,1365538221,20811316,484,5184,302872,0,20206881,1067,293172,1656
192.168.59.163,172.25.31.36,1362000221,1365538221,4394149,9975,517,0,0,160,4373113,2,10382
172.25.31.52,192.168.59.115,1362000221,1365538221,19966295,463,6245,247637,0,19477712,756,232406,1076
172.25.31.124,192.168.59.115,1362000221,1365538221,25149599,487,4345,437408,0,24282924,987,419292,4156
172.25.51.108,192.168.59.115,1362000221,1365538221,33344948,483,3872,505301,0,32340057,1580,491627,2028
172.25.31.132,192.168.59.115,1362000221,1365538221,26024669,465,4723,369524,0,25298574,1068,349234,1081
192.168.59.115,172.25.51.36,1362000221,1365538221,17370780,6018,503,0,253293,792,16860145,2509,247520
172.25.51.84,192.168.59.115,1362000221,1365538221,32842905,516,3037,639176,0,31572923,1384,616807,9062
172.25.51.68,192.168.59.163,1362000221,1365538221,3800234,495,9979,83,0,3774671,158,14204,644
192.168.59.115,172.25.51.252,1362000221,1365538221,20810598,5185,485,0,302879,1091,20206097,1656,293205
172.25.11.84,192.168.59.163,1362000221,1365538221,33815028,486,1713,470339,0,32887136,1865,451209,2280
172.25.11.212,192.168.59.115,1362000221,1365538221,2540745,473,9951,806,0,2522396,96,7019,4
172.25.51.140,192.168.59.115,1362000221,1365538221,26461410,476,5258,319671,0,25830520,909,303863,713
192.168.59.163,172.25.51.68,1362000221,1365538221,3800088,9974,497,0,83,161,3774527,644,14202
192.168.59.163,172.25.31.28,1362000221,1365538221,887224,9978,518,0,0,31,874750,0,1947
172.25.11.68,192.168.59.115,1362000221,1365538221,5039445,491,9961,584,0,5012316,220,15857,16
172.25.31.28,192.168.59.163,1362000221,1365538221,887277,518,9972,0,0,874809,30,1948,0
192.168.59.163,172.25.11.4,1362000221,1365538221,33968780,926,481,0,614141,1659,32752040,3615,595918
192.168.59.163,172.25.31.180,1362000221,1365538221,4024938,9979,495,0,0,157,4002120,5,12182
172.25.11.108,192.168.59.163,1362000221,1365538221,19419473,501,3378,269899,0,18879870,1093,262101,2631
